STATUS,AGENDA_DATE,ITEM_NUMBER,REQUEST_TYPE,POSTING_LANGUAGE,LEAD_DEPT,SUB-DEPTS,TAGS,ATTACHMENTS,ITEM_TYPE,CURRENT_STATUS,CURRENT_STATUS_UPDATED,PERSONAL_TAG
Open,07/28/2022 12:00:00 AM,192,Resolution,"Approve a resolution directing the City Manager to issue a request for proposals
for a concessionaire to continue boating operations at the dock at 2418
Stratford Drive, to enter into a new concession contract prior to May 1, 2023,
and to ensure that the terms of the new contract do not impede implementation of
the relevant recommendations described in the Zilker Park Vision Plan or, if the
Plan is not complete, the then-current draft.",Austin Parks and Recreation,,Parkland,https://www.austintexas.gov/department/city-council/2022/20220728-reg.htm#192,Item,"The Parks and Recreation Department (PARD) developed the initial scope of work,
and the solicitation was published on November 9, 2022, and closed on January 3,
2022, with four proposals received. On March 13, 2023, a recommendation for
award for Texas Canoes and Kayaks was posted. However, the recommendation for
the selected vendor was protested. On May 5, 2023, the Financial Services
Department – Central Procurement (FSD) canceled the solicitation on behalf of
the City and indicated it would re-solicit. On September 21, 2023, City Council
approved a one-year contract extension through October 31, 2024, to allow time
to re-solicit a vendor. PARD developed a new solicitation, and FSD published on
February 05, 2024. On February 7, 2024, FSD canceled the solicitation. To
continue the watercraft services to the public while the solicitation process is
underway, PARD and FSD will extend the current agreement through October 31,
2025, with an additional optional year. This extension will provide sufficient
time to redevelop the scope of work in collaboration with FSD to re-solicit the
Stratford Drive watercraft concession.",04/30/2025 02:21:28 PM,
Open,09/01/2022 12:00:00 AM,085,Resolution,"Approve a resolution relating to the transition of the Austin Rowing Club and
other organizations that use the Waller Creek Boathouse to similar facilities
located at the former youth hostel site owned by the City, directing the City
Manager to return with a financing plan to make improvements to the former youth
hostel site, and authorizing the negotiation and execution of agreements
necessary for the operation of these organizations, including organizations that
operate at the former youth hostel site.",Austin Parks and Recreation,Austin Parks and Recreation,,https://www.austintexas.gov/department/city-council/2022/20220901-reg.htm#085,Item,"The Architectural Phase is estimated to start in the Spring of 2025 and be
completed later this year. The Youth Hostel Boathouse Feasibility Study project
website launched in February 2024, and stakeholder outreach began in April 2024
with project introductory meetings. Once the Feasibility Study is completed, the
Department and WPD will discuss the findings of the study and determine next
steps.",04/30/2025 02:22:03 PM,
Open,09/01/2022 12:00:00 AM,088,Resolution,"Approve a resolution directing the City Manager to coordinate with community
members regarding preservation of the Bolm Road Mural at 4800 Bolm Road prior to
any redevelopment of the site.",Transportation and Public Works,"Housing,Capital Delivery Services,Economic Development Department",,https://www.austintexas.gov/department/city-council/2022/20220901-reg.htm#088,Item,"TPW continues to explore solutions that would meet the spirit of both this
resolution and resolution No. 20230413-046 which prioritizes deeply affordable
housing on the site. The developer has not submitted a new site plan thus
redevelopment of the property has not begun.",05/29/2025 03:50:43 PM,
Open,09/15/2022 12:00:00 AM,056,Resolution,"Approve a resolution directing the City Manager to identify funding in the
amount of $114,775 in Fiscal Year 2021-2022 to reinstate the license plate
reader program at the Austin Police Department, include funding in the upcoming
Fiscal Year 2022-2023 budget for continuation of the program, return to Council
with any necessary actions for Council to appropriate the funding for this
purpose, re-evaluate and implement appropriate changes to the former policy on
license plate readers, and work with the Office of the Police Oversight and
coordinate community input sessions related to the policy.",Austin Police Department,"Office of Police Oversight,Austin Police Department",Public Safety,https://www.austintexas.gov/department/city-council/2022/20220915-reg.htm#056,Item,"The Automated License Plate Reader (ALPR) pilot performance period ended in June
2025 and the program was not continued.",10/07/2025 07:53:21 PM,
Open,09/15/2022 12:00:00 AM,090,Resolution,"Approve a resolution relating to the development of a regulating plan for the
South Central Waterfront District.",Planning,"Planning,Financial Services,Housing","Culture,Downtown,Environment,Zoning",https://www.austintexas.gov/department/city-council/2022/20220915-reg.htm#090,Item,"City Council indefinitely postponed the adoption of regulations for the South
Central Waterfront in September of 2024; therefore, the timeline for adoption is
to be determined. The Schedule of Active Code Amendments, which is presented to
the City Council Housing and Planning Committee at each of their meetings,
provides an overview of all upcoming amendments to the Land Development Code.
The schedule has been developed with the goal of balancing staff workloads,
sequencing work as appropriate, and allowing adequate public engagement and
review while also balancing the capacity of our volunteer boards and
decision-makers. The schedule reflects an ambitious work program, and as
processes move forward, staff will continue to make adjustments while working to
identify specific review and adoption dates for the proposed timelines shown on
the chart. You can find additional information about adopted and active code
amendments at http://www.speakupaustin.org/ldcupdates.",09/03/2025 07:42:58 PM,
Open,10/27/2022 12:00:00 AM,039,Resolution,"Approve a resolution relating to mobile homes and tenant notification and
relocation requirements; and initiating amendments to Title 25 of the City Code.",Planning,"Housing,Planning",Affordable Housing,https://www.austintexas.gov/department/city-council/2022/20221027-reg.htm#039,Item,"The Schedule of Active Code Amendments, which is presented to the City Council
Housing and Planning Committee at each of their meetings, provides an overview
of all upcoming amendments to the Land Development Code. The timeline for the
code amendments initiated by Resolution No. 20221027-039 relating to mobile
homes and tenant notification and relocation requirements is not yet determined.
The schedule has been developed with the goal of balancing staff workloads,
sequencing work as appropriate, and allowing adequate public engagement and
review while also balancing the capacity of our volunteer boards and
decision-makers. The schedule reflects an ambitious work program, and as
processes move forward, staff will continue to make adjustments while working to
identify specific review and adoption dates for the proposed timelines shown on
the chart. You can find additional information about adopted and active code
amendments at http://www.speakupaustin.org/ldcupdates.",09/03/2025 07:35:08 PM,
Open,12/08/2022 12:00:00 AM,068,Resolution,"Approve a resolution directing the City Manager to proceed with the construction
of the Dougherty Arts Center and Emma S. Barrientos Mexican American Cultural
Center without a reduction in the scope of proposed work to the extent feasible
and to include funding needed to complete the work in the 2024 City of Austin
General Obligation Bond election, to develop cost estimates for the next phase
of the George Washington Carver Museum and Cultural Center and the Asian
American Resource Center as part of the development of the 2024 City of Austin
General Obligation Bond Program, and to work the with Austin Economic
Development Corporation to develop recommendations and possible funding levels
for creative space funding as a part of the development of the 2024 City of
Austin General Obligation Bond election.",Austin Parks and Recreation,,"Parkland,Culture",https://www.austintexas.gov/department/city-council/2022/20221208-reg.htm#068,Item,"The Parks and Recreation Department (PARD) proceeded with design work for the
Dougherty Arts Center (DAC). Following the identification of a significant
funding gap and the recommendations to proceed with a two-phase delivery method
staff has reengaged with the design team and construction manager at risk (CMAR)
to identify feasible phasing options with the removal of the underground parking
garage. Design documentation to incorporate the two-phase approach are
anticipated to begin in Spring/Summer 2025. Additionally, PARD continues with
construction related to Phase 2 of improvements at the Emma S. Barrientos
Mexican American Cultural Center. Monthly construction project updates are
emailed to stakeholders sharing construction progress. As of February, 2025, the
Zocalo was 80% complete, mechanical equipment installation was 50% complete, and
brick and window installation was underway. Major construction activities are
expected to be completed in Summer 2025, followed by a grand opening in the
Fall. The George Washington Carver Museum and Cultural Center (Carver) and Asian
American Resource Center (AARC) received $7.5 million and $7 million,
respectively, through the 2018 Bond Program to assist with near-term building
improvements and plan for future phases of expansion as described in the
Facility Expansion Plans for each site. The Carver facility expansion project
published a request for qualifications (RFQ) in October 2024 for design services
and cost estimates. Contract and negotiations for the design team are expected
to be completed in late spring 2025. Community engagement for the phase 1
facility expansion has been completed. The process included two open house
community meetings (one in-person and one virtual), four small-group meetings
(two in-person and two virtual), a meeting with the Carver Ambassadors, a
meeting with Carver staff, and a final open house to share and confirm the
results with the community. This input will directly inform the phase 1 facility
expansion design, ensuring it reflects the voices of those who use and care
about the Carver. The AARC, as part of its Phase 2 improvements, completed the
design development phase for a pavilion in February 2025 and are currently
working to reconcile the design with the available budget before proceeding with
construction documents.",04/30/2025 02:22:38 PM,
Open,01/26/2023 12:00:00 AM,055,Resolution,"Approve a resolution related to creating an economic development program for
affordable child care operations and initiating amendments to Title 25 of the
City Code to increase the availability of child care services.",Planning,"Planning,Austin Public Health,Development Services Department",,https://www.austintexas.gov/department/city-council/2023/20230126-reg.htm#055,Item,,,
Open,05/04/2023 12:00:00 AM,020,Resolution,"Approve a resolution initiating code amendments to City Code Title 25 to amend
the North Burnet/Gateway Regulating Plan.",Planning,"Planning,Transportation and Public Works",,https://www.austintexas.gov/department/city-council/2023/20230504-reg.htm#020,Item,,,
Open,06/08/2023 12:00:00 AM,040,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development Code) to create a new density bonus program for residential
developments that include income-restricted housing units.",Planning,"Planning,Housing",,https://www.austintexas.gov/department/city-council/2023/20230608-reg.htm#040,Item,"The Schedule of Active Code Amendments, which is presented to the City Council
Housing and Planning Committee at each of their meetings, provides an overview
of all upcoming amendments to the Land Development Code. The code amendments
initiated by Resolution No. 20230608-040 relating to new density bonus program
for residential developments that include income-restricted housing units will
be addressed through related work to develop new zoning districts including
potential new “missing-middle” zones by the end of 2026. The schedule has been
developed with the goal of balancing staff workloads, sequencing work as
appropriate, and allowing adequate public engagement and review while also
balancing the capacity of our volunteer boards and decision-makers. The schedule
reflects an ambitious work program, and as processes move forward, staff will
continue to make adjustments while working to identify specific review and
adoption dates for the proposed timelines shown on the chart. You can find
additional information about adopted and active code amendments at
http://www.speakupaustin.org/ldcupdates.",09/03/2025 07:36:04 PM,
Open,07/20/2023 12:00:00 AM,124,Resolution,"Approve a resolution relating to notification requirements found in City Code
Title 25 (Land Development Code) and state law; and initiating amendments to
City Code Title 25 (Land Development Code) to modify notification requirements.",Planning,,Zoning,https://www.austintexas.gov/department/city-council/2023/20230720-reg.htm#124,Item,"The Schedule of Active Code Amendments, which is presented to the City Council
Housing and Planning Committee at each of their meetings, provides an overview
of all upcoming amendments to the Land Development Code. The timeline for the
code amendments initiated by Resolution No. 20230720-124 relating to
notification requirements is currently to be determined and will be coordinated
with related work to ensure that notification requirements are consistent with
recent changes in State Law. The schedule has been developed with the goal of
balancing staff workloads, sequencing work as appropriate, and allowing adequate
public engagement and review while also balancing the capacity of our volunteer
boards and decision-makers. The schedule reflects an ambitious work program, and
as processes move forward, staff will continue to make adjustments while working
to identify specific review and adoption dates for the proposed timelines shown
on the chart. You can find additional information about adopted and active code
amendments at http://www.speakupaustin.org/ldcupdates.",09/03/2025 07:37:38 PM,
Open,08/16/2023 12:00:00 AM,021,Resolution,"Approve a resolution directing the City Manager to prioritize funding that
enhances extreme weather shelter operations and increases direct outreach and
support for unsheltered individuals.",Homeless Strategy Office,,"Equity,Health,Public Safety",https://www.austintexas.gov/department/city-council/2023/20230816-reg.htm#021,Item,"This memo is being finalized and is expected to be available in May 2025, with
staff considering consultating with other departments for general extreme
weather planning. HSO will add details about the outreach work to notify and
provide resources to unsheltered individuals regarding extreme weather events.",03/07/2025 08:03:29 PM,
Open,08/31/2023 12:00:00 AM,083,Resolution,"Approve a resolution directing the City Manager to determine the costs and
resources needed to complete the All-Abilities Playground project and to explore
partnerships with nonprofit organizations to meet the financial needs of the
project.",Austin Parks and Recreation,,Parkland,https://www.austintexas.gov/department/city-council/2023/20230831-reg.htm#083,Item,"PARD issued an RFI and hopes to generate interest and determine if a partner
entity can leverage public funds for vision implementation. The RFI closed on
January 23. PARD will provide another progress update in June 2025.",02/14/2025 07:59:52 PM,
Open,09/14/2023 12:00:00 AM,078,Resolution,"Approve a resolution approving the installation of a historical marker on 4th
and Colorado streets to commemorate the LGBTQIA+ district and celebrate the
progress made to expand the rights of all Texans.",Office of Equity and Inclusion,"Office of Equity and Inclusion,Austin Parks and Recreation",Equity,https://www.austintexas.gov/department/city-council/2023/20230914-reg.htm#078,Item,"In October 2024, staff briefed the LGBTQ+ Quality of Life Advisory Commission
and based on feedback received, will proceed with an interpretive marker
facilitated by the Historic Preservation Office. The Planning Department is
requesting funding in the FY26 budget cycle through the Historic Preservation
Fund for the interpretive marker and will work with the LGBTQ+ Quality of Life
Commission along with the Human Rights Commission and the Historic Landmark
Commission to finalize a concept and content for the interpretive marker. A
progress update will be provided to City Council by December 31, 2025.",03/06/2025 06:21:40 PM,
Open,11/09/2023 12:00:00 AM,055,Resolution,"Approve a resolution regarding operations at the Austin-Bergstrom International
Airport and urging the Federal Aviation Administration to take immediate action
to improve the safety of travelers.",Aviation,,"Transportation,Public Safety",https://www.austintexas.gov/department/city-council/2023/20231109-reg.htm#055,Item,"At present, the Aviation Department is still operating under the initial (Phase
1) virtual ramp control system (VRCS) that was launched last year. Phase 1
serves as the Airport’s short-term VRCS solution until Phase 2 – the design and
construction of a permanent VRCS – is completed. The Department has been working
with its contractor, Saab, on Phase 2 since July 2024 and that work remains in
progress. Comprehensive testing and assessment of the permanent VRCS camera
equipment is expected to be conducted the week of June 9. Contingent on those
test results, the approved equipment will be shipped and stored with the
Aviation Department until it can be installed onto strategically located
mounting towers, which must also be constructed. Placement and construction of
the new tower structures is in the very early design phase with 100% design
anticipated by early November 2025. Once fully designed, the Department will
initiate a solicitation process to select a firm for the tower construction and
expects that construction could begin as early as Spring 2026, contingent on the
progress of other currently active construction related to the airport
expansion. In the meantime, the Department is also actively readying a permanent
control room for the VRCS and making plans for the relocation of critical
technology and power capabilities to support that space.",06/13/2025 08:16:34 PM,
Open,11/30/2023 12:00:00 AM,074,Resolution,"Approve a resolution directing the City Manager to explore options for provision
of space for public safety purposes as a community benefit element related to
density bonus programs and planned unit developments.",Planning,,Public Safety,https://www.austintexas.gov/department/city-council/2023/20231130-reg.htm#074,Item,,,
Open,12/14/2023 12:00:00 AM,072,Resolution,"Approve a resolution initiating site-specific variances and amendments to City
Code Title 25 (Land Development), including Chapter 25-8, Subchapter A, Article
13 (Save Our Springs Initiative), as minimally required to allow for the
completion of a proposed affordable housing development at 7610 Old Bee Caves
Road, located within the Barton Springs Zone.",Watershed Protection,"Watershed Protection,Planning",Affordable Housing,https://www.austintexas.gov/department/city-council/2023/20231214-reg.htm#072,Item,"Further action is dependent on the applicant resubmitting their site plan
application. The application is currently inactive.",02/14/2025 10:43:14 PM,
Open,02/15/2024 12:00:00 AM,023,Resolution,"Approve a resolution directing the City Manager to investigate ways to preserve
accessible, inclusive, open-to-the-public events and Citywide traditions and to
identify opportunities for the City to support and promote community events
including a free annual summer concert series.","Office of Arts, Culture, Music and Entertainment","Development Services Department,Economic Development Department,Austin Police Department","Culture,Parkland,Local Business",https://www.austintexas.gov/department/city-council/2024/20240215-reg.htm#023,Item,"Staff has begun planning for a stakeholder task force to advise on an equitable
and accessible City Co-Sponsorship application process. This work will align
with Phase III of Austin Arts, Culture, Music & Entertainment’s The Creative
Reset in Fall 2025. Staff will be requesting an extension to provide full
recommendations following community engagement. An update memo is forthcoming.",09/10/2025 09:05:30 PM,
Open,01/14/2050 12:00:00 AM,test,Resolution,"TRAINING Approve a resolution directing the City Manager to explore ways to
facilitate City facilities to be more eco-friendly and work with the community.",City Manager's Office,,Budget,https://www.austintexas.gov/department/city-council/2024/20240307-reg.htm#001,Item,,,
Open,03/07/2024 12:00:00 AM,021,Resolution,"Approve a resolution directing the City Manager to develop and implement a
program to fund and support workforce development and to maximize the City's
ability to receive federal funding for workforce development.",Economic Development Department,Economic Development Department,"Budget,Legislation",https://services.austintexas.gov/edims/document.cfm?id=424026,Item,"Adding staff update with a request for extension to August 31, 2025.",04/14/2025 12:48:48 PM,
Open,03/21/2024 12:00:00 AM,033,Resolution,"Approve a resolution directing the City Manager to explore options related to
permit applications and health authority inspections of mobile food
establishments, including amending City Code Section 10-3-93.",Austin Public Health,"Austin Public Health,Austin Fire Department,Development Services Department",,https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#033,Item,,,
Open,03/21/2024 12:00:00 AM,034,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) to amend the Lamar Boulevard/Justin Lane Transit Oriented District
(also known as the Crestview area).",Planning,"Planning,Transportation and Public Works",Affordable Housing,https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#034,Item,"Resolution 20240321-034 initiated amendments to City Code Title 25 (Land
Development) to amend the Lamar Boulevard/Justin Lane Transit Oriented District
(also known as the Crestview area). The purpose of the proposed Land Development
Code amendments is to increase height limits in the North Lamar/Justin Lane
Station Area Plan and Regulating Plan to be consistent with the requirements of
the Equitable Transit Oriented Development Density Bonus (-DBETOD) Combining
District which was approved by City Council in May 2024 and applied to certain
sites along the Phase 1 Austin Light Rail corridor and Priority Extensions.
Staff will be incorporating the requested amendments into a larger update to
amend or replace the North Lamar/Justin TOD Station Area Regulating Plan by the
end of 2027. This timeline will allow development of new zoning tools that can
be applied to achieve equitable transit oriented goals in the station area while
streamlining regulations. The effort will be informed by work underway in
partnership with CapMetro to identify changes that should be considered in the
North Lamar/Justin TOD Station Area Plan. CapMetro received a grant through the
Federal Transit Administration to support improvements to the Crestview station
area, and a portion of this grant will fund identification of possible changes
to the North Lamar Justin Station Area Plan in support of Project Connect.
CapMetro has retained a consultant team, and the Planning Department will
partner with CapMetro over the next 18 months to engage the community during
this effort, and will coordinate with other key departments, including the
Development Services Department, the Housing Department, and the Economic
Development Department.",09/03/2025 07:38:29 PM,
Open,03/21/2024 12:00:00 AM,036,Resolution,Approve a resolution related to the Community Wildfire Protection Plan.,Austin Fire Department,Austin Fire Department,,https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#036,Item,"The close out memo is currently being reviewed by the Assistant CIty Manager
over Public Safety's office. As Austin Fire gets correspondance and guidance
about any edits that need to be made, we will update any necessary
documentation. The document was submitted to the Assistant City Manager's office
on March 13, 2025 and pending review.",10/01/2025 05:39:28 PM,
Open,03/21/2024 12:00:00 AM,039,Resolution,"Approve a resolution directing the City Manager to explore a right-of-way design
and management plan to promote green infrastructure including street trees in
the right-of-way while ensuring the safety and reliability of utility
infrastructure.",Transportation and Public Works,"Transportation and Public Works,Austin Energy","Transportation,Environment",https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#039,Item,"Since late 2024, ATPW has facilitated an interdepartmental, interdisciplinary
working group under the TARP to develop recommendations for removing barriers to
green infrastructure in the right-of-way. On September 18, 2025, ATPW staff
briefed the Council Mobility Committee on the TARP’s 12 recommended actions and
have scheduled briefings with various City Commissions throughout October 2025.
ATPW will provide a memo to Mayor and Council in late October 2025 to share how
the TARP’s recommendations will be reflected within department work plans in
order to continue to advance the resolution’s directives. Staff will provide
another status in early Spring as the resolution's directives advance.",10/14/2025 03:58:16 PM,
Open,04/04/2024 12:00:00 AM,038,Resolution,"Approve a resolution directing the City Manager to take measures aimed at
fighting human trafficking.",Austin Police Department,Austin Police Department,Public Safety,https://www.austintexas.gov/department/city-council/2024/20240404-reg.htm#038,Item,"Additional work was required to comprehensivly respond to this request. A final
update is in progress with a closeout memorandum expected to be released
February 2025.",02/07/2025 03:16:52 PM,
Open,04/18/2024 12:00:00 AM,048,Resolution,"Approve a resolution directing the City Manager to initiate a Passive Building
pilot program.",Austin Energy,Austin Energy,"Affordable Housing,Environment",https://www.austintexas.gov/department/city-council/2024/20240418-reg.htm#048,Item,"Austin Energy last updated the CIUR database in June 2025. Since then, project
team training (Step 6) was scheduled and is taking place on September 16 – 18,
2025. AE remains on track to provide an update to AEUOC in November. (Step 7).",09/05/2025 09:27:25 PM,
Open,04/18/2024 12:00:00 AM,049,Resolution,"Approve a resolution directing the City Manager to pilot opportunities to reduce
aquatic fees and increase pool access during the Fiscal Year 2023-2024 swim
season.",Austin Parks and Recreation,,,https://www.austintexas.gov/department/city-council/2024/20240418-reg.htm#049,Item,"Attendance numbers at all pools were collected throughout the summer. In regard
to the limited single day entries, the low number of free days at Bartholomew
Pool and Garrison Pool did not provide enough relevant data to draw any
conclusions. Weather also played a factor in attendance on some of these
selected days. If the pilot were to continue, PARD would recommend selecting a
day of the week and making that particular day free all summer. An update memo
will be coming in the next few weeks.",04/30/2025 02:24:41 PM,
Open,04/18/2024 12:00:00 AM,051,Resolution,"Approve a resolution directing the City Manager to explore options for a
comprehensive tree inventory, establish a tree planting and maintenance plan,
and provide recommendations for the Fiscal Year 2024-2025 budget.",Development Services Department,Austin Parks and Recreation,Environment,https://www.austintexas.gov/department/city-council/2024/20240418-reg.htm#051,Item,"The Development Services Department is collaborating with partner departments to
finalize the recommendations. We are expecting to have the final memo completed
in the next couple of weeks.",08/29/2025 04:56:26 PM,
Open,04/18/2024 12:00:00 AM,077,Resolution,"Approve a resolution relating to student-oriented housing and affordability,
livability, and mobility improvements for the West Campus area; and initiating
amendments to City Code Title 25 to modify the University Neighborhood Overlay.",Planning,Planning,"Affordable Housing,Zoning",https://www.austintexas.gov/department/city-council/2024/20240418-reg.htm#077,Item,"The UNO Update was posted on the Council agenda for potential adoption on June
5, 2025. However, shortly before the Council meeting, the City received a letter
from the University of Texas at Austin requesting postponement to allow time to
discuss some concerns with the proposal. Staff postponed the items to the
September 25, 2025, Council meeting. The City Manager’s Office will reach out to
UT representatives to schedule discussions over the summer.",06/17/2025 01:54:18 PM,
Open,05/02/2024 12:00:00 AM,063,Resolution,"Approve a resolution directing the City Manager to conduct a survey on youth
caregivers that support family members or guardians and report updates and final
results.",Austin Public Health,,,https://www.austintexas.gov/department/city-council/2024/20240502-reg.htm#063,Item,"APH coordinated with UT and conducted a benchmark study of model programs and
funding options; specifically, their strengths, weaknesses, opportunities, and
threats. Information was gathered from non-profit agencies and government
entities nationwide that supported caregiving youth. The benchmark study
revealed that few municipal governments offer significant assistance to
caregiving youth. APH will also submit an AISD Research Application which is a
requirement for dispersing a survey to the student body. Once approved, the
survey can also be issued to schools in fall 2025/early 2026. APH will compile
the survey results and provide an update in spring 2026.",10/23/2025 03:47:55 PM,
Open,05/02/2024 12:00:00 AM,065,Resolution,Approve a resolution related to supporting and expanding community engagement.,Communications and Public Information Office,,,https://www.austintexas.gov/department/city-council/2024/20240502-reg.htm#065,Item,"In December, CPIO recently graduated 26 Austinites from a newly restructured
CityWorks Academy which focused more on interactive engagement with participants
along with tours of various City facilities. Alumni from the CityWorks Academy
will also pilot a revised Conversation Corps model to conduct smaller
community/neighborhood conversations so that community members can engage in
their preferred language with their own communities. We are working on a more
formal update by the end of March",02/27/2025 04:18:13 PM,
Open,05/02/2024 12:00:00 AM,099,Resolution,"Approve a resolution related to policies that support single-family,
multifamily, or mixed-use communities built with a working farm or community
garden as a focus (also known as an “agrihood”) and recommended by the Housing
and Planning Committee.",Planning,"Office of Climate Action & Resilience,Planning",Affordable Housing,https://www.austintexas.gov/department/city-council/2024/20240502-reg.htm#099,Item,"Planning Department staff response to Resolution No. 20240502-099 (Agrihoods) is
currently in departmental review and is expected to be sent to Council this
fall. The resolution directed the City Manager to explore different aspects of
the “agrihood concept.” Due to community concerns with the term “agrihood,”
staff developed an alternative name, Agriculturally Focused Neighborhoods (AFN).
To develop the response, staff conducted extensive research that included a
detailed analysis of the Land Development Code (LDC), online research, and
collaboration with the Office of Climate Action and Resilience and the Watershed
Protection Department.",07/24/2025 07:19:03 PM,
Open,05/30/2024 12:00:00 AM,166,Resolution,"Approve a resolution directing the City Manager to prepare a Council transition
and ongoing education plan for Council offices.",City Manager's Office,,,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#166,Item,"Staff has met with the departments responsible for the council transition and is
in the process of compiling a resource guide for the transition.",03/05/2025 04:30:51 PM,
Open,05/30/2024 12:00:00 AM,165,Resolution,"Approve a resolution related to City processes, assistance, and regulations that
apply to food establishments and businesses that employ no more than 100 people.",Development Services Department,Economic Development Department,Local Business,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#165,Item,"Development Services Department continues to work with partner departments to
gather stakeholder engagement feedback. A final report that includes the results
and any additional recommendations stemming from all feedback received will be
finalized and submitted next week.",08/29/2025 05:06:54 PM,
Open,07/18/2024 12:00:00 AM,090,Resolution,"Approve a resolution related to preserving existing housing units and initiating
amendments to City Code Title 25 (Land Development) to modify the preservation
bonus allowed when constructing two housing units (two-unit and duplex
residential uses) and three housing units (three-unit residential use).",Planning,,,https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#090,Item,"The Schedule of Active Code Amendments, which is presented to the City Council
Housing and Planning Committee at each of their meetings, provides an overview
of all upcoming amendments to the Land Development Code. The timeline for the
Phase 2 amendments to modify the HOME preservation bonus is yet to be
determined. The schedule has been developed with the goal of balancing staff
workloads, sequencing work as appropriate, and allowing adequate public
engagement and review while also balancing the capacity of our volunteer boards
and decision-makers. The schedule reflects an ambitious work program, and as
processes move forward, staff will continue to make adjustments while working to
identify specific review and adoption dates for the proposed timelines shown on
the chart. You can find additional information about adopted and active code
amendments at http://www.speakupaustin.org/ldcupdates.",09/03/2025 07:39:29 PM,
Open,07/18/2024 12:00:00 AM,093,Resolution,"Approve a resolution related to a comprehensive climate implementation program
and comprehensive bond package program for a general obligation bond election to
occur no later than November 2026",Capital Delivery Services,"Financial Services,Office of Climate Action & Resilience,Capital Delivery Services","Environment,Budget",https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#093,Item,"The development of the comprehensive 2026 Bond Program is currently in progress.
The past twelve months agendas, meeting minutes, schedules, and updates are
available on the Bond Election Advisory Task Force (BEATF) website:
https://www.austintexas.gov/content/2026-bond-election-advisory-task-force",10/13/2025 05:43:20 PM,
Open,07/18/2024 12:00:00 AM,185,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) to modify the Downtown Density Bonus Program.",Planning,,,https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#185,Item,"The Planning Department will engage the community and undertake this work in
tandem with a possible update to the Downtown Austin Plan that is anticipated to
be completed in 2026. Staff requests an extension to December 2026 to complete
the update to the Downtown Density Bonus in alignment with the Downtown Austin
Plan.",09/03/2025 07:40:21 PM,
Open,08/14/2024 12:00:00 AM,015,Resolution,"Approve a resolution amending Resolution No. 20021003-040 and directing the City
Manager to solidify the City’s efforts and financial support for Juneteenth
celebrations, to identify opportunities to further support and sustain other
culturally significant and legacy events, and to return to council with updates.","Office of Arts, Culture, Music and Entertainment",,Culture,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#015,Item,"Staff updated the City Co-Sponsorship reference to the Juneteenth Festival and
supported the 2025 event. Fees and services were waived, and a regional
coordination meeting with Juneteenth organizers is scheduled for late September
2025 to explore shared resources and collaborative cost savings. An update memo
is forthcoming",09/10/2025 09:06:20 PM,
Open,08/14/2024 12:00:00 AM,017,Resolution,"Approve a resolution relating to EMS billing process improvements and related
system investments.",Emergency Medical Services,Intergovernmental Relations,Public Safety,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#017,Item,"EMS is developing a scope of work for a consultant with healthcare finance
expertise to provide and implement reccomendations on how to best pursue cost
participation and cost recovery of EMS services including, but not limited to,
governmental and non-governmental payors and funding sources. Funding for this
initative has not been indentified. EMS continues to explore cost-sharing
opportunities and expanded partnerships with local healthcare stakeholders.",03/07/2025 06:49:52 PM,
Open,08/14/2024 12:00:00 AM,019,Resolution,"Approve a resolution relating to maternity leave benefits for sworn
firefighters.",Austin Fire Department,,Public Safety,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#019,Item,"Austin Fire’s FY2025 pilot maternity leave program grants females giving birth
additional weeks of paid maternity leave for physical recovery. This pilot
program was extended into FY2026. In FY2025, two female firefighters gave birth
and utilized the leave benefit. In FY2026, two firefighters are due at the end
of 2025 and will likely request maternity leave even though they have not yet
submitted paperwork. Austin Fire did not communicate a limit to how many female
firefighters can take the additional maternity leave. Three leave events have
been funded, but additional births will be considered. The pilot program will
not stop until a clear declaration ending the benefit has been made.",09/10/2025 02:24:47 PM,
Open,08/14/2024 12:00:00 AM,020,Resolution,Approve a resolution relating to the Austin Fire Department’s overtime costs.,Austin Fire Department,,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#020,Item,"Austin Fire is exploring alternative staffing and scheduling methods to reduce
FY26 overtime costs. The need to hire and train additional firefighters is also
being discussed. An increase in authorized strength would facilitate the ability
to meet mandatory staffing requirements without paying an overtime premium.",09/10/2025 02:23:38 PM,
